id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
40197,0.0,2011-08-02,1307.0,0,2166.0,32.51575571,-2.3395574,14959,0,4,689.0,13,19,5,102,1691,0,2,0,8.0,2163.0,0,0,8,5,1,7,4,0,2,6,2,0,0,7,5,0,4,3
35039,500.0,2011-07-12,237.0,1555,443.0,31.04208982,-7.44310821,42684,0,2,3927.0,15,15,3,92,1544,1,2,0,8.0,1345.0,0,2006,4,2,1,7,4,2,0,4,4,2,2,3,0,0,4,3
19866,0.0,2011-08-07,648.0,0,457.0,31.77964934,-1.34915309,43299,0,4,9949.0,4,18,6,8,611,0,2,0,8.0,1345.0,0,0,3,1,0,7,4,0,2,6,2,2,2,5,3,1,1,1
65864,700.0,2013-02-14,508.0,1302,443.0,30.59032275,-3.68881316,45053,0,3,4868.0,5,16,1,30,431,400,2,0,8.0,1898.0,0,2002,3,1,0,7,4,2,0,6,2,2,2,6,4,1,1,1
54111,0.0,2013-03-22,1981.0,1350,2085.0,36.65313504,-2.6900758,25826,0,0,18320.0,0,2,6,50,883,800,2,0,8.0,2306.0,1,2006,3,1,0,7,4,5,3,6,2,2,2,8,6,0,0,0
65616,0.0,2011-06-03,809.0,1477,2166.0,34.98841207,-8.84086531,16955,0,6,20444.0,3,11,4,91,999,40,2,0,8.0,1345.0,0,2010,8,5,1,7,4,0,2,6,2,1,1,1,0,0,4,3
24954,20.0,2013-02-21,1520.0,880,1685.0,37.02892718,-3.51351437,38586,0,5,15732.0,8,21,4,108,1192,200,2,0,8.0,2021.0,1,2004,14,10,5,7,4,4,5,6,2,1,1,3,0,0,1,1
55924,0.0,2011-07-17,508.0,0,1655.0,30.58385435,-2.52926712,6648,0,4,5744.0,4,18,30,89,525,0,2,0,8.0,193.0,0,0,12,9,4,7,4,0,2,6,2,3,3,8,6,0,1,1
48299,0.0,2011-03-10,2065.0,0,634.0,35.38204864,-6.41391469,33784,0,0,18611.0,2,1,6,4,1667,0,2,0,8.0,2785.0,1,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
51679,0.0,2011-02-23,2038.0,182,443.0,38.8773873,-7.74056056,42430,0,6,2093.0,14,60,53,99,616,1,2,0,8.0,1345.0,1,2005,7,4,2,7,4,0,2,6,2,1,1,3,0,0,1,1
7861,0.0,2011-03-18,1785.0,250,1900.0,36.70526146,-8.13092912,7255,0,6,5780.0,11,5,3,35,308,300,2,0,8.0,1345.0,1,2009,15,11,1,7,4,0,2,6,2,3,3,7,5,0,4,3
74037,0.0,2013-01-17,1859.0,872,1940.0,35.24913492,-5.80951273,11048,0,0,21178.0,18,13,3,56,709,356,2,0,8.0,1345.0,0,2000,0,0,1,7,4,0,2,6,2,1,1,7,5,0,4,3
2367,0.0,2011-07-18,508.0,0,443.0,30.97258089,-1.69544756,43439,0,4,56.0,4,18,1,26,1678,0,2,0,8.0,1345.0,1,0,3,1,0,1,1,0,2,6,2,3,3,5,3,1,1,1
60329,500.0,2011-07-07,422.0,1785,69.0,34.81847188,-9.03727229,28148,0,6,9351.0,3,11,4,91,1412,125,2,0,10.0,1889.0,1,2011,3,1,0,11,4,3,1,6,2,1,1,8,6,0,1,1
16467,30.0,2013-02-06,439.0,410,574.0,39.39559602,-10.62919199,23943,0,7,5513.0,12,90,33,88,1352,380,2,0,8.0,1573.0,0,1988,14,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
36876,0.0,2011-07-31,294.0,0,385.0,32.65230697,-8.81059901,1220,0,2,11508.0,10,12,6,62,1551,0,2,0,8.0,1345.0,0,0,15,11,1,7,4,0,2,4,4,2,2,3,0,0,4,3
42906,0.0,2011-03-23,508.0,562,1655.0,37.5320952,-6.9644683,20260,0,8,12803.0,11,5,6,83,1291,1,2,0,8.0,1663.0,1,1980,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
58855,0.0,2011-07-14,260.0,0,443.0,31.06156341,-3.11691,36427,0,3,17686.0,4,18,4,6,512,0,2,0,8.0,1345.0,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
48072,25.0,2011-03-01,294.0,1668,384.0,35.54304631,-7.9226026,45683,0,6,19084.0,3,11,1,24,1369,1,2,0,8.0,1828.0,1,1982,3,1,0,7,4,4,5,6,2,0,0,8,6,0,1,1
34861,10.0,2013-05-03,487.0,1187,230.0,37.16431522,-3.25540663,611,0,5,11492.0,6,3,5,16,1092,125,2,0,11.0,1147.0,1,1999,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
38446,0.0,2013-07-02,1440.0,1243,1583.0,35.07347187,-11.10649975,43411,0,7,20588.0,16,10,3,61,1146,300,2,0,4.0,399.0,1,2011,3,1,0,3,2,6,6,6,2,1,1,8,6,0,5,4
25076,0.0,2011-04-14,648.0,0,457.0,33.85070527,-8.83027032,21587,0,6,5367.0,10,12,7,59,332,0,2,0,9.0,1345.0,1,0,3,1,0,10,4,3,1,6,2,2,2,6,4,1,1,1
42010,250.0,2013-01-25,721.0,1336,866.0,30.03465452,-4.67782521,6430,0,3,19643.0,5,16,2,28,1449,650,2,0,12.0,1179.0,1,2002,3,1,0,9,4,3,1,6,2,1,1,6,4,1,1,1
27880,0.0,2011-04-08,648.0,0,457.0,33.49264138,-9.50679267,42113,0,1,4918.0,10,12,5,21,482,0,2,0,8.0,1345.0,0,0,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
49961,200.0,2011-03-11,508.0,1767,443.0,38.20380067,-4.5545551,24341,0,5,108.0,20,4,1,52,1944,1,2,0,8.0,825.0,1,2002,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
32989,0.0,2013-01-16,1091.0,846,2282.0,35.00788373,-5.94566733,26787,0,0,3053.0,18,13,3,56,1007,300,2,0,8.0,2380.0,0,1978,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
17483,0.0,2011-07-16,1289.0,1448,443.0,31.02879241,-7.24796498,6097,0,3,13253.0,15,15,3,92,1393,1,2,0,8.0,1345.0,0,1984,4,2,1,7,4,0,2,4,4,1,1,3,0,0,4,3
54815,1000.0,2011-03-15,1496.0,2134,1610.0,34.53783671,-9.31918746,12255,0,1,3298.0,3,11,4,91,325,70,2,0,8.0,1204.0,0,2000,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
16359,0.0,2013-03-17,873.0,1173,1044.0,37.05826098,-3.2439059,14914,0,5,16506.0,6,3,7,106,1903,1,2,0,11.0,71.0,1,2003,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
54840,0.0,2013-03-25,508.0,1509,443.0,37.51576601,-3.27514963,19951,0,5,21190.0,6,3,4,73,1077,1,2,0,8.0,24.0,1,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
6252,0.0,2012-10-22,1086.0,0,1285.0,32.63516492,-5.0897873,41327,0,3,3742.0,19,14,3,124,375,0,2,0,8.0,541.0,1,0,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
46589,0.0,2011-02-03,1430.0,438,1575.0,37.12008741,-6.69330953,2849,0,8,310.0,11,5,1,36,155,100,2,0,8.0,1345.0,1,1976,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
65044,0.0,2011-07-21,586.0,0,722.0,33.50482664,-2.93628442,37291,0,4,14633.0,13,19,4,45,1041,0,2,0,8.0,1345.0,1,0,13,7,1,7,4,0,2,6,2,1,1,3,0,0,4,3
52749,250.0,2013-02-18,1292.0,1293,1419.0,30.15841996,-4.49368603,18357,0,3,13411.0,5,16,2,28,640,320,2,0,12.0,303.0,1,2006,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
31792,0.0,2011-07-26,508.0,0,443.0,30.96492931,-1.25342191,30350,0,4,4034.0,4,18,1,26,950,0,2,0,10.0,1227.0,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
72814,500.0,2013-01-16,1292.0,961,1655.0,29.67486763,-4.77820624,20871,0,3,766.0,5,16,3,31,487,56,2,0,8.0,1602.0,1,1985,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1
19523,50.0,2013-04-04,508.0,1427,443.0,36.67695344,-3.35521506,17402,0,5,13139.0,0,2,2,0,728,200,2,0,8.0,2009.0,1,2000,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1
32936,0.0,2011-03-08,328.0,285,443.0,36.02868413,-8.55014362,30624,0,6,4015.0,11,5,3,35,187,500,2,0,8.0,1345.0,1,1982,9,6,3,7,4,0,2,6,2,2,2,7,5,0,4,3
28011,0.0,2011-03-18,328.0,203,1655.0,36.68837066,-8.15466158,30718,0,6,6510.0,11,5,3,35,308,300,2,0,8.0,1345.0,1,1986,8,5,1,7,4,0,2,0,0,2,2,7,5,0,4,3
49940,300.0,2011-01-03,23.0,1640,443.0,34.93359697,-8.98246585,8143,0,6,9351.0,3,11,4,91,323,250,2,0,11.0,994.0,0,2009,3,1,0,9,4,5,3,6,2,1,1,8,6,0,1,1
21296,0.0,2013-01-16,1309.0,1043,443.0,34.32895211,-4.09660318,2789,0,0,6104.0,18,13,1,23,1977,410,2,0,4.0,2163.0,1,1994,3,1,0,3,2,0,2,6,2,0,0,5,3,1,1,1
57692,0.0,2013-01-23,1091.0,1187,443.0,33.46138654,-2.0837293,44857,0,4,19928.0,9,20,4,10,1710,250,2,0,8.0,466.0,1,1972,3,1,0,7,4,0,2,6,2,1,1,2,4,1,2,1
60900,50.0,2013-03-13,1.0,-27,2.0,39.35507162,-6.85787485,17945,0,8,4685.0,1,7,3,119,1257,50,2,0,10.0,1345.0,0,2000,14,10,5,11,4,4,5,4,4,3,3,3,0,0,1,1
69726,100.0,2011-02-18,1960.0,2284,340.0,34.05782781,-9.200464,45683,0,1,10761.0,3,11,3,55,783,0,2,0,8.0,577.0,1,2007,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
4707,0.0,2013-02-26,508.0,1190,443.0,37.42578015,-3.32466623,18947,0,5,12722.0,6,3,4,73,694,70,2,0,8.0,1010.0,1,1974,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
5501,0.0,2013-03-28,2109.0,653,2293.0,37.82414584,-4.35933348,27795,0,5,10192.0,6,3,3,101,1013,50,2,0,12.0,1323.0,1,1995,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
37805,0.0,2011-07-28,508.0,0,1850.0,32.80517538,-2.49844314,6036,0,4,4783.0,13,19,5,102,1706,0,2,0,8.0,2163.0,1,0,9,6,3,7,4,0,2,6,2,1,1,2,4,1,1,1
20466,0.0,2013-01-26,445.0,233,567.0,39.5909204,-10.85970886,44835,0,7,20809.0,12,9,4,116,1554,560,2,0,11.0,193.0,1,1982,14,10,5,7,4,0,2,6,2,0,0,3,0,0,2,1
915,0.0,2011-07-18,508.0,0,638.0,0.0,-2e-08,41482,0,4,18006.0,13,19,6,15,508,0,2,0,8.0,701.0,1,0,14,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
15844,0.0,2011-03-22,2107.0,0,1185.0,36.60997182,-6.34045884,43411,0,8,10553.0,2,1,3,43,151,0,2,0,8.0,2626.0,0,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,2,1
60509,500.0,2011-03-29,1962.0,1395,443.0,34.64262739,-8.84835978,35803,0,6,12995.0,3,11,4,91,2079,86,2,0,9.0,2860.0,1,1978,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1
22552,0.0,2011-07-16,648.0,0,457.0,33.81500289,-9.15790169,43257,0,1,14677.0,10,12,4,100,938,0,2,0,8.0,645.0,1,0,9,6,3,7,4,0,2,6,2,1,1,6,4,1,1,1
47386,0.0,2011-03-20,508.0,269,1655.0,36.68005505,-8.12865673,30701,0,6,21093.0,11,5,3,35,308,500,2,0,8.0,1345.0,1,1976,14,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
8521,0.0,2011-07-26,574.0,0,672.0,31.66154291,-2.62465119,4560,0,4,3696.0,4,18,8,12,370,0,2,0,9.0,1345.0,1,0,0,0,1,10,4,3,1,6,2,2,2,1,0,0,4,3
54730,2400.0,2011-03-06,294.0,1558,384.0,35.48846432,-7.74645202,45683,0,6,7057.0,3,11,1,24,1749,1,2,0,8.0,2269.0,1,1994,3,1,0,7,4,2,0,6,2,0,0,8,6,0,1,1
58417,0.0,2012-10-21,464.0,0,443.0,0.0,-2e-08,44521,0,4,14493.0,17,17,1,5,1460,0,2,0,10.0,1345.0,0,0,4,2,1,11,4,0,2,6,2,1,1,7,5,0,4,3
11731,0.0,2013-01-29,648.0,1567,457.0,34.89323805,-5.04714601,34647,0,0,11783.0,18,13,2,109,1675,1,2,0,8.0,1345.0,1,1980,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
40490,500.0,2011-03-18,768.0,530,967.0,36.87102331,-7.08120089,17861,0,8,12992.0,11,5,1,36,2014,100,2,0,8.0,1345.0,1,1996,9,6,3,7,4,3,1,6,2,1,1,7,5,0,6,5
17385,0.0,2013-01-23,1100.0,1599,343.0,29.75400618,-4.6295314,36283,0,3,13596.0,5,16,3,31,513,175,2,0,8.0,1345.0,1,2009,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
63184,0.0,2013-01-30,393.0,1287,496.0,30.03524662,-4.77333277,2886,0,3,19265.0,5,16,2,28,1834,120,2,0,12.0,731.0,1,2009,3,1,0,4,0,0,2,6,2,2,2,8,6,0,1,1
45621,0.0,2011-04-06,648.0,0,457.0,34.36317751,-8.70711199,23891,0,6,20477.0,10,12,7,59,1824,0,2,0,11.0,1345.0,1,0,3,1,0,9,4,0,2,6,2,3,3,6,4,1,1,1
42679,0.0,2012-10-19,2109.0,0,357.0,33.0167663,-4.10777176,4272,0,0,3086.0,19,14,1,94,549,0,2,0,8.0,1345.0,0,0,9,6,3,7,4,5,3,6,2,1,1,7,5,0,6,5
64602,0.0,2013-03-23,508.0,1663,443.0,36.65722207,-3.14928068,39247,0,0,11186.0,0,2,2,0,1759,150,2,0,8.0,2058.0,1,2000,3,1,0,7,4,0,2,1,1,1,1,8,6,0,1,1
33317,0.0,2011-03-30,2065.0,0,340.0,35.62353874,-6.0531422,26185,0,0,5868.0,2,1,5,14,1143,0,2,0,8.0,1161.0,0,0,7,4,2,4,0,4,5,6,2,0,0,3,0,0,1,1
38658,30.0,2013-01-23,508.0,80,477.0,39.36132617,-10.30066611,24709,0,7,18706.0,7,80,23,47,1384,231,2,0,8.0,2238.0,0,2010,3,1,0,7,4,4,5,6,2,1,1,6,4,1,1,1
64299,0.0,2011-07-21,294.0,0,307.0,33.69417819,-9.60158052,24473,0,1,11587.0,10,12,3,21,350,0,2,0,12.0,2099.0,1,0,3,1,0,8,0,3,1,6,2,0,0,8,6,0,1,1
36030,0.0,2012-11-04,1533.0,0,443.0,0.0,-2e-08,30212,0,4,12922.0,13,19,2,54,1276,0,2,0,8.0,1345.0,1,0,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
18940,50.0,2013-03-13,1.0,-40,2.0,39.3509804,-6.8548894,19308,0,8,19134.0,1,7,3,119,1257,30,2,0,6.0,1345.0,0,2000,7,4,2,2,1,4,5,4,4,1,1,3,0,0,1,1
45669,4000.0,2011-02-20,196.0,1945,226.0,35.88135449,-8.22760955,45683,0,6,1473.0,3,11,7,34,33,150,2,0,8.0,188.0,1,2003,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
19668,2000.0,2011-03-06,1697.0,1579,1775.0,35.17804682,-9.60516509,45683,0,6,21024.0,3,11,4,91,636,230,2,0,9.0,1342.0,0,2008,3,1,0,10,4,2,0,6,2,1,1,8,6,0,1,1
44209,0.0,2011-08-07,381.0,1324,443.0,31.21437234,-8.42267718,15354,0,3,4273.0,15,15,2,113,548,350,2,0,8.0,968.0,1,1986,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
73269,0.0,2011-08-05,922.0,1191,443.0,33.0898552,-2.08291095,2449,0,4,5367.0,13,19,1,121,76,300,2,0,11.0,2057.0,1,2009,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
72767,0.0,2012-10-19,1272.0,0,443.0,34.14092055,-3.1010022,39540,0,4,3599.0,17,17,2,58,397,0,2,0,10.0,1345.0,0,0,15,11,1,11,4,1,4,6,2,1,1,7,5,0,4,3
68471,0.0,2013-02-05,2125.0,0,2225.0,0.0,-2e-08,34647,0,4,16671.0,17,17,1,5,89,0,2,0,10.0,1345.0,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
907,0.0,2011-04-05,508.0,0,635.0,36.00324935,-6.66937376,15803,0,6,12494.0,2,1,1,76,1231,0,2,0,8.0,1345.0,1,0,14,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
57724,0.0,2013-01-31,1600.0,0,443.0,32.51904399,-3.42592046,42227,0,3,3966.0,17,17,3,25,160,0,2,0,8.0,1345.0,1,0,8,5,1,11,4,6,6,3,3,1,1,7,5,0,4,3
19492,30.0,2013-01-29,648.0,1636,457.0,34.86009198,-4.9603075,44199,0,0,7078.0,18,13,2,109,1430,300,2,0,8.0,2639.0,1,2000,14,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
18247,1000.0,2011-07-28,627.0,1684,272.0,31.17736832,-7.85162161,32128,0,2,15395.0,15,15,3,92,571,150,2,0,8.0,645.0,1,1982,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
61793,0.0,2013-03-05,508.0,1540,479.0,37.60056127,-3.24217264,9135,0,5,20543.0,6,3,1,96,590,1,2,0,1.0,730.0,1,2008,3,1,0,0,0,3,1,6,2,2,2,8,6,0,1,1
68182,50.0,2011-03-17,770.0,92,443.0,38.96232591,-6.74666472,40998,0,8,9293.0,14,6,2,29,1979,1,2,0,12.0,1345.0,1,2010,7,4,2,7,4,4,5,6,2,2,2,6,4,1,2,1
69769,50.0,2013-02-18,2006.0,1282,2268.0,36.60039595,-5.75361423,2107,0,8,1650.0,8,21,5,41,1929,2300,2,0,8.0,2724.0,1,2010,3,1,0,7,4,4,5,3,3,2,2,0,1,1,1,1
1580,7.0,2011-03-21,244.0,425,337.0,38.28933195,-4.88713106,43828,0,5,10097.0,20,4,2,44,1332,200,2,0,8.0,1659.0,0,0,3,1,0,7,4,4,5,6,2,2,2,8,6,0,1,1
9327,0.0,2011-07-16,648.0,0,457.0,33.8221942,-9.17646893,23617,0,1,3988.0,10,12,4,100,415,0,2,0,8.0,645.0,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
18330,0.0,2013-01-25,469.0,393,557.0,38.63157083,-10.76147928,38288,0,7,13028.0,12,90,33,57,1541,1,2,0,8.0,1345.0,1,1985,9,6,3,7,4,6,6,4,4,0,0,7,5,0,6,5
9250,50.0,2013-01-15,648.0,1630,457.0,34.96267778,-4.64085129,5565,0,0,5168.0,18,13,2,109,1193,1,2,0,8.0,1202.0,1,2010,14,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
29932,0.0,2013-02-04,508.0,1058,1173.0,31.05507241,-6.34349335,20547,0,2,12258.0,15,15,1,75,1251,1,2,0,12.0,1345.0,1,2006,7,4,2,8,0,0,2,6,2,1,1,0,1,1,1,1
22830,0.0,2013-02-03,469.0,302,557.0,38.97742972,-10.86109524,41382,0,7,3568.0,12,90,33,57,190,1,2,0,8.0,1345.0,1,1985,9,6,3,7,4,6,6,6,2,0,0,7,5,0,6,5
58200,50.0,2013-02-08,680.0,41,833.0,40.15285576,-10.62706703,20915,0,7,134.0,12,99,1,77,158,250,2,0,8.0,25.0,1,2000,7,4,2,7,4,4,5,6,2,1,1,3,0,0,2,1
30920,0.0,2011-07-11,574.0,0,672.0,31.76623892,-2.47136766,24358,0,4,19931.0,4,18,8,12,641,0,2,0,9.0,1345.0,1,0,8,5,1,10,4,3,1,6,2,1,1,7,5,0,4,3
9138,0.0,2013-04-02,2079.0,1240,2274.0,35.10044317,-10.97260452,22969,0,7,20110.0,16,10,3,61,671,50,2,0,10.0,399.0,1,2012,3,1,0,11,4,6,6,6,2,1,1,8,6,0,1,1
50234,30.0,2011-03-15,314.0,204,439.0,38.23944534,-6.63514837,36163,0,8,7771.0,14,6,1,3,148,200,2,0,8.0,1454.0,1,2005,6,10,5,7,4,4,5,6,2,1,1,0,1,1,1,1
54691,0.0,2011-04-12,1496.0,0,1614.0,33.66299145,-9.000444,15708,0,1,9792.0,10,12,2,60,2016,0,2,0,8.0,1345.0,0,0,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
16393,0.0,2013-03-06,346.0,1575,483.0,35.29462929,-4.42805372,41700,0,0,301.0,8,21,2,17,252,247,2,0,8.0,860.0,1,2011,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
56549,0.0,2011-07-24,294.0,0,307.0,33.80093766,-9.50117497,9991,0,1,9443.0,10,12,3,46,393,0,2,0,8.0,2511.0,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
9832,8000.0,2011-02-26,2117.0,113,2231.0,38.86026735,-6.78389746,7038,0,8,21063.0,14,6,2,29,1920,26,2,0,4.0,2853.0,1,2010,7,4,2,7,4,3,1,6,2,1,1,6,4,1,1,1
31881,0.0,2013-01-21,508.0,1502,604.0,34.7977164,-4.79860701,34866,0,0,7047.0,18,13,4,110,2020,42,2,0,8.0,1345.0,1,1984,15,11,1,7,4,0,2,6,2,0,0,3,0,0,4,3
12886,25.0,2013-03-16,1496.0,628,1610.0,37.56269862,-4.18435182,43828,0,5,14397.0,6,3,3,101,1839,250,2,0,12.0,1345.0,1,2009,17,12,6,11,4,4,5,6,2,1,1,3,0,0,2,1
58897,0.0,2011-07-31,1366.0,0,1496.0,30.44214428,-2.62263856,8468,0,4,7983.0,4,18,30,89,949,0,2,0,8.0,1345.0,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
830,50.0,2011-02-24,1441.0,118,2401.0,38.86400648,-6.83030933,21357,102,8,505.0,14,6,2,29,1920,40,2,0,5.0,2684.0,1,2010,3,1,0,7,4,4,5,6,2,2,2,6,4,1,1,1
15950,500.0,2011-03-16,328.0,259,1655.0,36.6845496,-8.11384366,30236,0,6,19654.0,11,5,3,35,603,500,2,0,8.0,1345.0,1,1991,15,11,1,7,4,5,3,6,2,2,2,7,5,0,4,3
26265,0.0,2011-02-22,845.0,21,931.0,39.16671243,-7.01882928,36010,0,8,16091.0,14,60,43,69,1954,543,2,0,8.0,1345.0,0,2007,9,6,3,7,4,0,2,6,2,0,0,7,5,0,6,5
46220,0.0,2013-03-05,276.0,1648,284.0,34.75465312,-1.78533397,40071,0,4,8522.0,9,20,2,103,747,861,2,0,3.0,1345.0,1,2001,3,1,0,11,4,0,2,6,2,0,0,5,3,1,1,1
22347,0.0,2012-10-16,377.0,0,443.0,31.70265278,-5.04001362,35199,0,3,13851.0,19,14,4,123,514,0,2,0,8.0,1345.0,0,0,0,0,1,7,4,0,2,4,4,1,1,7,5,0,4,3
2860,300.0,2011-03-21,237.0,302,334.0,36.99767453,-7.59787404,15485,0,6,15417.0,11,5,1,36,631,50,2,0,8.0,587.0,1,2011,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
19021,100.0,2011-03-18,1748.0,736,1884.0,36.82022659,-7.36729127,6257,0,6,6587.0,11,5,1,36,745,120,2,0,8.0,792.0,1,2010,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
3484,0.0,2012-10-25,574.0,0,443.0,0.0,-2e-08,30860,0,4,3826.0,13,19,2,54,1612,0,2,0,8.0,1345.0,1,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
30298,0.0,2011-04-02,334.0,0,328.0,36.03209518,-6.86505017,6257,0,6,12357.0,2,1,1,76,1306,0,2,0,8.0,1345.0,1,0,0,0,1,7,4,0,2,6,2,1,1,3,0,0,4,3
39782,0.0,2013-01-28,1292.0,1922,1460.0,31.59399978,-8.05093808,26183,0,3,12922.0,15,15,4,114,1225,530,2,0,8.0,1781.0,1,1984,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
74005,5000.0,2011-03-24,294.0,1961,443.0,34.56715237,-9.19950758,11174,0,6,11052.0,3,11,4,91,387,65,2,0,9.0,2802.0,1,1993,3,1,0,10,4,2,0,6,2,1,1,6,4,1,1,1
5674,0.0,2013-01-25,1382.0,50,1545.0,39.86883767,-10.1166421,40778,0,7,18545.0,7,18,2,47,1528,1,2,0,4.0,1345.0,0,2009,8,5,1,3,2,0,2,6,2,3,3,5,3,1,4,3
9381,7.0,2013-03-18,487.0,1566,230.0,37.22796695,-3.18997512,14231,0,5,17131.0,6,3,5,16,955,100,2,0,11.0,1233.0,1,2008,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
3895,0.0,2013-02-05,437.0,415,541.0,38.06992614,-10.88283787,28990,0,7,6741.0,12,90,63,87,854,143,2,0,8.0,1345.0,1,1985,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
1673,0.0,2011-07-23,793.0,0,890.0,32.98055791,-2.75755122,27939,0,4,5841.0,13,19,7,102,1691,0,2,0,8.0,1345.0,1,0,9,6,3,7,4,0,2,3,3,2,2,7,5,0,6,5
29551,1000.0,2011-07-19,888.0,1174,405.0,31.17223368,-6.31854312,36566,0,2,10097.0,15,15,1,75,1390,3000,2,0,8.0,1345.0,1,2009,4,2,1,7,4,3,1,4,4,1,1,3,0,0,4,3
41475,0.0,2013-03-03,648.0,1572,457.0,34.86112059,-4.54200248,32786,0,0,1026.0,18,13,2,109,1401,1,2,0,8.0,645.0,1,2000,7,4,2,7,4,6,6,7,5,0,0,3,0,0,1,1
67870,50.0,2013-05-03,2109.0,1361,1432.0,36.57138212,-3.36832089,18854,0,0,18344.0,0,2,2,0,1118,200,2,0,9.0,1389.0,1,2012,14,10,5,10,4,4,5,6,2,1,1,3,0,0,2,1
2791,0.0,2013-02-28,1099.0,938,1296.0,35.38318825,-10.73089531,9136,0,7,11915.0,16,10,2,111,972,0,2,0,8.0,1776.0,1,1987,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
42255,0.0,2013-02-18,294.0,359,385.0,37.36909266,-11.49460485,20231,0,7,19643.0,16,10,1,120,1178,1,2,0,8.0,1345.0,0,1988,15,11,1,7,4,5,3,6,2,1,1,3,0,0,4,3
67164,0.0,2011-07-31,822.0,0,909.0,33.91044502,-9.4545342,23734,0,1,13394.0,10,12,3,46,1028,0,2,0,8.0,1346.0,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
12440,0.0,2011-03-26,508.0,1514,443.0,38.47904495,-4.7753994,22310,0,5,11812.0,20,4,1,52,1203,1,2,0,8.0,167.0,1,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
13193,0.0,2011-03-03,508.0,-11,302.0,38.85519619,-8.01327017,43980,0,6,17862.0,14,60,53,99,2049,1,2,0,8.0,1345.0,1,1974,3,1,0,7,4,0,2,6,2,0,0,3,0,0,2,1
60880,300.0,2013-02-09,657.0,789,443.0,29.79191723,-5.31977025,8905,0,3,9819.0,5,16,3,31,1947,230,2,0,8.0,2538.0,1,2006,3,1,0,7,4,3,1,6,2,3,3,8,6,0,2,1
71008,0.0,2011-03-17,1425.0,216,405.0,36.6816554,-8.14075971,42032,0,6,12831.0,11,5,3,35,308,1000,2,0,8.0,1345.0,1,2005,0,0,1,7,4,0,2,6,2,1,1,7,5,0,4,3
